소비일자,소비업종,성별,연령대,소비건수합계
20150702,편의점,남성,60대이상,19933
20200512,백화점/상품권/아울렛,여성,60대이상,36442
20150702,교육/학원,여성,20대,13122
20190703,편의점,남성,50대,288428
20150626,스포츠/문화/레저,남성,20대,33919
20150607,백화점/상품권/아울렛,남성,20대,35000
20200513,요식/유흥,남성,20대,409002
20190511,가정생활/서비스,남성,40대,3775
20190510,자동차,남성,30대,48437
20200526,편의점,남성,20대,378940
20190527,스포츠/문화/레저,남성,60대이상,22729
20200723,편의점,여성,60대이상,63276
20190719,백화점/상품권/아울렛,여성,30대,128463
20190716,편의점,남성,20대,399482
20190520,편의점,여성,50대,168547
20150507,스포츠/문화/레저,남성,20대,22439
20200523,편의점,여성,60대이상,49769
20200628,편의점,여성,50대,167310
20150527,가전/가구,남성,50대,30294
20200730,패션/잡화,여성,30대,26539
20200611,요식/유흥,여성,60대이상,186043
20150728,교육/학원,여성,50대,18695
20150705,의료,남성,50대,17244
20190526,여행/교통,여성,20대,43110
20190625,가전/가구,여성,60대이상,59592
20200704,편의점,남성,40대,652475
20190626,미용,여성,40대,54209
20190726,교육/학원,여성,60대이상,6270
20200703,가정생활/서비스,여성,40대,2306
20150712,의료,남성,40대,28483
20200725,편의점,남성,50대,371393
20200629,스포츠/문화/레저,여성,20대,28083
20190609,스포츠/문화/레저,여성,20대,67805
20200729,스포츠/문화/레저,여성,30대,33022
20200702,패션/잡화,여성,60대이상,27120
20200510,편의점,여성,20대,210079
20150525,여행/교통,여성,50대,29891
20200618,스포츠/문화/레저,여성,30대,26727
20200710,여행/교통,남성,50대,50040
20200523,자동차,남성,50대,45409
20190712,할인점/마트,여성,50대,610151
20200602,자동차,여성,50대,19681
20190513,편의점,여성,20대,266913
20190719,미용,여성,50대,41063
20200504,여행/교통,남성,20대,24699
20150601,할인점/마트,여성,30대,474130
20200613,자동차,남성,50대,43207
20200618,가정생활/서비스,남성,30대,2708
20150707,가전/가구,여성,40대,28677
20150502,가정생활/서비스,여성,30대,1496
20190630,패션/잡화,남성,20대,17152
20200629,가전/가구,남성,40대,40819
20200508,가전/가구,남성,50대,47987
20190622,가전/가구,남성,40대,47570
20200708,주유,남성,20대,30728
20200515,요식/유흥,여성,50대,469566
20150724,미용,여성,60대이상,8406
20150701,교육/학원,여성,20대,13854
20190514,가정생활/서비스,남성,50대,1559
20190718,스포츠/문화/레저,여성,40대,77146
20150524,가전/가구,여성,50대,19129
20200508,가정생활/서비스,남성,30대,1219
20150609,스포츠/문화/레저,남성,40대,59132
20150626,가전/가구,여성,40대,32825
20150601,할인점/마트,남성,40대,530832
20150706,할인점/마트,남성,40대,524688
20190721,여행/교통,여성,50대,38634
20150613,가전/가구,남성,30대,35667
20200511,편의점,여성,40대,231597
20190726,스포츠/문화/레저,남성,60대이상,24771
20200614,가정생활/서비스,여성,20대,841
20200605,교육/학원,남성,20대,6985
20200610,미용,여성,30대,39031
20150629,가정생활/서비스,여성,50대,2143
20190726,가정생활/서비스,여성,50대,1770
20150705,스포츠/문화/레저,여성,50대,49585
20190730,할인점/마트,남성,40대,717683
20150723,할인점/마트,여성,60대이상,172082
20150731,할인점/마트,남성,50대,407094
20150527,가정생활/서비스,남성,20대,493
20150723,백화점/상품권/아울렛,남성,20대,13597
20150716,교육/학원,남성,50대,18820
20200611,미용,남성,50대,28313
20150711,편의점,여성,50대,77329
20190614,의료,여성,40대,263337
20200604,여행/교통,남성,60대이상,20113
20200516,할인점/마트,여성,30대,523165
20200726,자동차,남성,20대,9217
20190720,스포츠/문화/레저,남성,40대,176882
20150627,자동차,남성,50대,23471
20190604,자동차,여성,30대,22129
20190514,여행/교통,여성,60대이상,15216
20150526,자동차,남성,50대,26632
20190506,주유,여성,50대,134319
20190628,주유,남성,20대,55777
20190623,할인점/마트,남성,40대,704105
20190614,주유,여성,50대,91154
20150606,주유,남성,30대,197100
20150714,의료,남성,60대이상,95210
20150624,자동차,남성,60대이상,9106
20200529,할인점/마트,남성,40대,815674
20150529,패션/잡화,여성,60대이상,18176
20190528,백화점/상품권/아울렛,남성,50대,40053
20190624,요식/유흥,여성,20대,509169
20200606,가정생활/서비스,여성,30대,12798
20200713,교육/학원,여성,50대,21167
20190716,자동차,여성,30대,20139
20190525,할인점/마트,남성,40대,993324
20190707,스포츠/문화/레저,남성,40대,196471
20150622,편의점,여성,20대,138592
20200613,패션/잡화,여성,20대,40533
20200614,패션/잡화,여성,30대,37506
20150721,편의점,남성,30대,375629
20200702,요식/유흥,여성,40대,727289
20150726,주유,여성,40대,94710
20190620,의료,여성,30대,247123
20190715,교육/학원,남성,40대,71635
20150604,자동차,여성,30대,10594
20150503,교육/학원,여성,60대이상,1988
20190616,의료,남성,30대,60966
20190623,가정생활/서비스,여성,50대,1451
20190610,여행/교통,남성,20대,24446
20190603,패션/잡화,남성,30대,19688
20150523,교육/학원,여성,60대이상,2487
20150727,가전/가구,여성,60대이상,12565
20150622,요식/유흥,남성,20대,277317
20200613,할인점/마트,여성,20대,187209
20150711,주유,여성,40대,108394
20190624,교육/학원,남성,30대,38985
20200530,교육/학원,남성,20대,7288
20200701,백화점/상품권/아울렛,남성,40대,54392
20150703,할인점/마트,여성,20대,162863
20200627,요식/유흥,여성,20대,573717
20150712,미용,여성,50대,19552
20200621,백화점/상품권/아울렛,여성,40대,165511
20200608,가정생활/서비스,남성,30대,2758
20190710,자동차,남성,50대,35598
20150617,요식/유흥,남성,20대,290709
20150720,스포츠/문화/레저,여성,20대,30265
20150606,가정생활/서비스,남성,60대이상,90
20150512,자동차,여성,50대,10494
20150619,가전/가구,남성,20대,7688
20200622,자동차,여성,30대,19832
20200627,편의점,남성,50대,335096
20150627,요식/유흥,남성,30대,1119128
20190602,스포츠/문화/레저,남성,50대,113559
20150605,여행/교통,여성,60대이상,5933
20190517,미용,남성,50대,31622
20150518,요식/유흥,여성,30대,555107
20200513,교육/학원,남성,40대,47778
20150522,의료,여성,30대,211535
20200712,가정생활/서비스,여성,40대,7441
20150614,스포츠/문화/레저,여성,50대,44487
20190629,가전/가구,남성,60대이상,18172
20190610,할인점/마트,여성,30대,514045
20200622,미용,남성,20대,17848
20200722,여행/교통,여성,20대,15164
20150708,자동차,여성,40대,12540
20150611,의료,남성,30대,173012
20200515,백화점/상품권/아울렛,남성,60대이상,19053
20200530,의료,여성,30대,212657
20150531,교육/학원,여성,60대이상,2225
20200705,여행/교통,여성,30대,47554
20190713,가정생활/서비스,여성,40대,3320
20200508,자동차,남성,60대이상,22589
20150605,교육/학원,남성,60대이상,3244
20190618,백화점/상품권/아울렛,남성,20대,16451
20190606,스포츠/문화/레저,남성,50대,111495
20150527,스포츠/문화/레저,남성,20대,23411
20200614,백화점/상품권/아울렛,여성,50대,111060
20200610,편의점,남성,30대,682557
20190722,요식/유흥,여성,40대,917930
20150619,여행/교통,남성,30대,59551
20200610,자동차,여성,40대,23067
20190607,가정생활/서비스,여성,50대,1604
20190707,가전/가구,여성,50대,19630
20190717,여행/교통,남성,60대이상,22573
20200716,편의점,여성,20대,200513
20190608,백화점/상품권/아울렛,여성,40대,203569
20150629,요식/유흥,남성,50대,382022
20200504,여행/교통,여성,50대,26983
20200613,의료,여성,20대,84944
20190503,교육/학원,남성,20대,8023
20190605,가정생활/서비스,남성,20대,596
20190604,자동차,여성,60대이상,8774
20200722,교육/학원,여성,30대,54273
20200626,스포츠/문화/레저,남성,30대,75959
20190723,스포츠/문화/레저,여성,50대,60733
20150710,스포츠/문화/레저,여성,40대,83283
20150704,패션/잡화,여성,60대이상,16281
20150624,백화점/상품권/아울렛,여성,40대,110753
20150624,가전/가구,남성,40대,35655
20190512,자동차,남성,20대,13326
20190719,의료,여성,20대,92762
20200619,교육/학원,남성,50대,24249
20150602,편의점,남성,20대,203936
20190718,자동차,남성,60대이상,20098
20190519,패션/잡화,남성,50대,26740
20190612,자동차,여성,40대,26769
20150528,여행/교통,남성,60대이상,13096
20200721,주유,여성,30대,53591
20190705,자동차,여성,40대,27582
20200618,의료,남성,20대,47983
20200514,할인점/마트,여성,20대,159098
20150716,편의점,남성,30대,381039
20200512,요식/유흥,여성,40대,672437
20200510,스포츠/문화/레저,남성,50대,86774
20190722,패션/잡화,남성,30대,19190
20190615,할인점/마트,남성,20대,188174
20190729,의료,여성,30대,293240
20190715,미용,남성,40대,36465
20150522,스포츠/문화/레저,남성,20대,30568
20150504,가전/가구,남성,20대,9830
20200523,스포츠/문화/레저,여성,50대,55511
20200529,가정생활/서비스,남성,30대,1506
20190506,편의점,여성,50대,145932
20150727,할인점/마트,여성,50대,462958
20150705,자동차,남성,30대,14117
20150510,의료,여성,60대이상,5573
20150627,편의점,남성,50대,92528
20200709,스포츠/문화/레저,여성,60대이상,22712
20150707,주유,남성,30대,129065
20200722,백화점/상품권/아울렛,여성,20대,24014
20150704,편의점,여성,30대,151580
20200726,패션/잡화,여성,50대,30435
20200720,교육/학원,여성,60대이상,7159
20150530,가전/가구,여성,50대,28102
20150627,여행/교통,여성,40대,36920
20200626,가전/가구,여성,30대,24143
20150603,가전/가구,여성,30대,19096
20190704,자동차,남성,60대이상,20006
20190511,주유,남성,20대,63261
20200522,백화점/상품권/아울렛,남성,60대이상,22240
20150526,의료,여성,30대,263570
20150723,스포츠/문화/레저,남성,30대,70574
20200621,자동차,남성,40대,28196
20150516,가정생활/서비스,여성,50대,1049
20190602,미용,여성,30대,63531
20150519,교육/학원,여성,40대,55065
20200611,가정생활/서비스,남성,60대이상,1127
20200615,요식/유흥,여성,20대,442758
20150710,가정생활/서비스,남성,40대,1852
20150501,할인점/마트,여성,60대이상,185377
20200629,패션/잡화,여성,40대,26211
20150720,미용,남성,60대이상,4466
20150701,요식/유흥,남성,20대,281670
20200709,가전/가구,남성,60대이상,29978
20200712,요식/유흥,남성,20대,324628
20150729,의료,여성,20대,65452
20200718,백화점/상품권/아울렛,남성,50대,78597
20200515,가전/가구,남성,20대,13548
20200621,패션/잡화,남성,60대이상,12097
20200620,백화점/상품권/아울렛,여성,20대,77641
20150619,여행/교통,남성,60대이상,10016
20190614,할인점/마트,남성,50대,482884
20190622,가정생활/서비스,여성,20대,938
20200506,자동차,여성,50대,21676
20150731,스포츠/문화/레저,남성,60대이상,19464
20190512,자동차,여성,20대,7182
20190623,스포츠/문화/레저,여성,40대,120988
20200726,교육/학원,남성,30대,18789
20200524,의료,여성,20대,24507
20200520,의료,여성,20대,94766
20190508,주유,남성,20대,43507
20150623,스포츠/문화/레저,남성,20대,25048
20190720,요식/유흥,여성,40대,969154
20150601,백화점/상품권/아울렛,남성,30대,54750
20190504,스포츠/문화/레저,남성,50대,119139
20200529,요식/유흥,여성,40대,759019
20200724,스포츠/문화/레저,여성,60대이상,22610
20150605,의료,남성,40대,221715
20190706,요식/유흥,여성,40대,1097732
20150611,스포츠/문화/레저,남성,40대,68142
20200510,여행/교통,남성,30대,54750
20190527,편의점,남성,50대,256337
20190527,요식/유흥,여성,40대,766967
20150731,여행/교통,남성,40대,106862
20200611,할인점/마트,남성,40대,691890
20200521,스포츠/문화/레저,여성,60대이상,20869
20150627,할인점/마트,남성,20대,166075
20190715,패션/잡화,남성,50대,18537
20190707,여행/교통,여성,40대,63150
20200717,자동차,여성,30대,19927
20190514,편의점,남성,40대,578886
20190721,백화점/상품권/아울렛,여성,20대,82496
20150715,교육/학원,여성,60대이상,3628
20200520,패션/잡화,여성,30대,32809
20150613,주유,남성,30대,199662
20150520,백화점/상품권/아울렛,남성,50대,33962
20200730,편의점,남성,60대이상,130485
20190613,편의점,남성,60대이상,80771
20200621,백화점/상품권/아울렛,남성,20대,38083
20150720,의료,남성,30대,241205
20190627,백화점/상품권/아울렛,남성,60대이상,21916
20200715,교육/학원,여성,60대이상,7763
20190505,자동차,여성,60대이상,3585
20200717,편의점,남성,60대이상,132300
20200607,편의점,여성,50대,150735
20190521,할인점/마트,여성,30대,493252
20150612,자동차,여성,20대,3542
20150619,주유,여성,30대,75976
20150527,할인점/마트,남성,20대,117486
20150628,가전/가구,남성,50대,19529
20200521,자동차,여성,20대,7321
20150615,자동차,여성,30대,11243
20150503,할인점/마트,여성,30대,512466
20200702,스포츠/문화/레저,남성,50대,67498
20200516,요식/유흥,남성,60대이상,356131
20150508,패션/잡화,여성,50대,49038
20190614,패션/잡화,남성,30대,24416
20200711,주유,여성,30대,62283
